Regex,Attempt Regex,DeepSeek Output
0*10*(10*10*)*,0*(1|1)0*,"positive example:[100, 001], negative example:[0]"
(a*ba*b)*a*ba*,(a|bb)*b(a|bb)*,"positive example:[abbababb, bbabaa, b], negative example:[abb]"
(a|b)(a|b)+aaa+,ab(a|b)*aaa,"positive example:[abaaa, abbaaaa, ababaaa], negative example:[aba, abba, abab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0+1+)*0|(1+0+)*1,"positive example:[00, 11, 01010, 10101, 010, 101], negative example:[0, 1, 0110, 1001, 0011, 1100]"
(a|baa)*,(a*)|((a*b)aa+),"positive example:[baa, aabaa, abaaa, a, , aa],negative example:[b, ba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111),"positive example:[00010, 1101, 10011, 10110, 111, 10, 0100, 0001, 1000, 11111, 00001, 10101, 11010, 10000, 100, 001, 0010, 01, 0111, 010, 1110, 1011, 11001, 11100, 00111, 1],negative example:[0]"
(a|(b*bb))*,(a*|bb)*,"positive example:[abb, a, bb, aaa, bbaa, aabb, bbbba, ε], negative example:[b, abab, ba, baba, aab, baa]"
(0|10*1)*,(0*(11)*0*)*,"positive example: [11011], negative example: [101]"
b*a*,(a+)|((b+)*(a+)),"positive example:[ba], negative example:[b,,aba]"
(a|baa)*,(a|(baa+))+,"positive example:[abaa, baabaa, a],negative example:[b,]"
(0|10*1)*,0*|(10*1)*|(11)*,"positive example:[0, 00, 100111, 101],negative example:[1]"
(a|b)*baa(a|b)*b,(a|b)(baa)+(a|b)b,"positive example:[bbaabaabb, abaaab],negative example:[aab]"
(a*ba*b)*a*ba*,a*b(a|bb)*,"positive example:[baa, aababb, b],negative example:[abbbba]"
(0|1)(0|1)*,(0|1)|(10*1*|01*0*),"positive example: [11, 00, 10, 01100, 10011, 01], negative example: [0, 1, 010, 101, 1100, 0011]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0(0*1*)*0)*|(1(0*1*)*1)*,"positive example:[000, 101],negative example:[1,0]"
b*a*,((a)+|(b)*|(a)*),"positive example: [a, aa, b, bb, ab, ba, aab, bba, """"], negative example: [c, ac, cb, abc, bac, aabbc]"
(a|b)*baa(a|b)*b,(a|b)*baa+b,"positive example:[baab, abbaaab], negative example:[bab]"
(ab|ba)*,((ab)+(ba))*,"positive example:["""", ""abbaabba""], negative example:[""a"", ""b"", ""ab"", ""ba"", ""abab"", ""baba"", ""abbaa"", ""abbab""]"
(a|b)*baa(a|b)*b,b*a*b+a+a+b+,"positive example:[baab, abaab, bbaabbaabb],negative example:[baabab,aab,baa,ababaab]"
(0*10*10*)*|0*,0*((10*)1)*,"positive example:[0, 00, 1111], negative example:[1, 01, 110]"
(a|baa)*,"a*b?a{2,}","positive example:[aa, aabaaa], negative example:[bbaa, a]"
(0|10*1)*,(0*|10+1)+,"positive example:[01001], negative example:[01]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+0+)*1+)|((0+1+)*0+),"positive example:[11, 0, 010, 101, 100101, 010110], negative example:[00, 1, 011, 100, 0101, 1010]"
(a|(b*bb))*,(bb)*(a)*(bb)*,"positive example:[, bbbba, aabbbb], negative example:[abbabb]"
(a|baa)*,(b(aa)+)*,"positive example:[, baa, baaaabaa], negative example:[a, b, ba, baaa, baaaaba]"
(b|(a*aa))*,(b*(aaa)b*)*,"positive example:["""", ""aaaaaa""], negative example:[""a"", ""aa"", ""aaa"", ""aaaaa""]"
0*10*(10*10*)*,(0*)1(0*),"positive example: [010, 00100, 1], negative example: [00, 0110, 101]"
(a*ba*b)*a*ba*,(a)*(b)(bb)*(a)*,"positive example:[bbb, aabbbbbaa, ab], negative example:[aa, b, bbaa]"
(a|baa)*,"a|(ba{2,})","positive example:[baa, baaa, a],negative example:[b,ba]"
(a|(b*bb))*,((a*bb)+(bbb*a*))*,"positive example:[, bbbbb, bbbbbabbbbb],negative example:[bb]"
(a|baa)*,(b(aa)+)*a*,"positive example:[aa, baabaaa, baaaabaa], negative example:[aab, bbaa, abaa]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+(0*1))*|(0+(1*0)*)*,"positive example:[0, 100111, 010, 101], negative example:[1]"
(0*10*10*)*|0*,0*|(0*|11)*|(0*10*1)0*,"positive example: [01111, 01010, 10100, 001001], negative example: [1]"
(b|(a*aa))*,(b*a*aa+b*|b*),"positive example:[baab, , bb, aa, bbaabb], negative example:[a]"
0*10*(10*10*)*,(10*(11)*0*10*1)|1011,"positive example:[1101, 1001111001001, 111],negative example:[0,111011011]"
(ab|ba)*,(ab)+,"positive example:[ab, abab], negative example:[a, b, aba, abb, ba]"
(0*10*10*)*|0*,0*10*1,"positive example:[11, 001001], negative example:[111]"
(0*10*10*)*|0*,0*|(0*10*1)*,"positive example:[00, 0101, 1111],negative example:[1]"
(a|(b*bb))*,((aa*bbb*a*)+(a*))*,"positive example:[, abbbb, aaabbb], negative example:[a, b, aab]"
(a|(b*bb))*,(a)*(bb+bbb)*(a)*,"positive example:[, aabbbbbbaa], negative example:[bbbbbabbbbba]"
(a|(b*bb))*,a*(bb+|b+b)*a*(bb+|b+b)*a*,"positive example:[, aabbaabbaa], negative example:[bbabbabba]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0|1(0|1)*1|0(0|1)*0,"positive example:[00, 0, 11, 1011, 0010],negative example:[1]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,1(0*1*)*1|0(0*1*)*0,"positive example:[0100, 1101, 010, 111, 101],negative example:[1,0]"
(a*ba*b)*a*ba*,((a*(bb))*((a)*b)(a)*),"positive example:[bbb, b, bbbbaabaa], negative example:[aa, abba, aabbaa]"
(0*10*10*)*|0*,(0)*11,"positive example:[11, 0011],negative example:[011, 0, 1]"
(0|10*1)*,0|(0*10*10*)*,"positive example:[, 0, 01010, 1111],negative example:[1]"
(a*ba*b)*a*ba*,a*(ba*ba*ba*),"positive example:[bbb, baabaabaa, aabababa],negative example:[bb, baba, aabbaa]"
b*a*,(a+|b*)a+,"positive example:[bbaa, a], negative example:[, aba]"
(a|(b*bb))*,(a?)*(bb|bbb|abb)*(a?)*,"positive example:[, aaabbaa, bbabbbbb],negative example:[bbaabb]"
(a|(b*bb))*,(a+abb+bba+a)*,"positive example:["""", ""aabbbbaaaabbbbbaaa""], negative example:[""ab"", ""baa"", ""bbab""]"
(0*10*10*)*|0*,0*10*1(11)*0*,"positive example:[10011111, 1100, 001010],negative example:[111]"
0*10*(10*10*)*,0*(1|1|1)0*,"positive example:[010, 100, 001],negative example:[0]"
b*a*,(a*|(b(b)*a(a)*)),"positive example:[, aa, bbba, baaa],negative example:[b]"
(a|b)*baa(a|b)*b,a*b*(baa)+a*b+,"positive example:[bbaab, aabbbaabaaaab, abaabb],negative example:[b, baabbaab, baa]"
(a|baa)*,"a*(ba{3,})*","positive example: [, aabaaabaaa, a], negative example: [ab, baaaab, aaabaa]"
(a|b)*baa(a|b)*b,b*a*baab*a*b*b,"positive example:[baab, bbaabaabbaaabbb],negative example:[baababaabb]"
(a|baa)*,([a]*[b][a]*(aa))*,"positive example:["""", ""abaabaaa""], negative example:[""a"", ""b"", ""aa"", ""ab"", ""ba"", ""aaa"", ""aba"", ""abb"", ""baa"", ""bab"", ""bba"", ""bbb"", ""aaaa"", ""aaab"", ""aaba"", ""abaa"", ""abab"", ""abba"", ""baaa"", ""baab"", ""baba"", ""bbaa"", ""bbab"", ""bbba"", ""bbbb""]"
(a|b)(a|b)+aaa+,(a|b)(a|b)(ab*)aaaa*,"positive example:[aaabbaaaa, aaabbaaa, bbaaaaaa], negative example:[aaabbaa, bbaaaa, aabbaa]"
(0|10*1)*,(0*)|(10*1)*|(110*)*|(0*11)*,"positive example:[00, 01111, 10111, 011, 11110, 110, 101],negative example:[1]"
0*10*(10*10*)*,(1)|(111)|(11111),"positive example:[111, 11111, 1],negative example:[0]"
(a*ba*b)*a*ba*,(a)*b(a|bb)*,"positive example:[aababb, b],negative example:[bb]"
(a|(b*bb))*,(a+bb*b)*,"positive example:[, a, abb, aabb, abba, abbabb, aa, aaa, abbb, abbbb], negative example:[b, ab, ba, bbb, abab, aba, abaa, baba, bb, bbbbb]"
a(a|b)a(a|b)*,(aaaa|aaab|abaa|abab)(a+b)*,"positive example:[aaaaab, aaabab, abaa, abababab],negative example:[a]"
(0|1)(0|1)*,(0|1)(0|1)0*1*,"positive example:[110, 001, 000011], negative example:[011, 100, 1110]"
0*10*(10*10*)*,0*1(11)*0+,"positive example:[10, 001111100, 010], negative example:[1,10110]"
(0|1)(0|1)*,(0|1)|(0|1)(0|1),"positive example:[0, 1, 00, 01, 10, 11], negative example:[000, 001, 010, 011, 100, 101, 110, 111]"
(a|b)(a|b)+aaa+,(ab+)aaa+,"positive example:[abaaa, abbaaaa], negative example:[abaa, aaaa]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)a*b*(aaa)a*,"positive example:[aaaaa, babaaa, abaabbaaaaa, bbbaaaa],negative example:[aababaaa,aaaa]"
(a|(b*bb))*,a*(bb)*,"positive example:[, aabbbb, a], negative example:[ab, bba, aaab]"
(a*ba*b)*a*ba*,(bb)*(b),"positive example:[bbbbb, b], negative example:[bb, bbb, a, ab, bba]"
(a|(b*bb))*,((a*bbb*a*)+(a*))*,"positive example:["""", ""bbbbb"", ""abbba"", ""aaabbbaaa"", ""abbbabbba"", ""aabbbaa""], negative example:[""a"", ""b"", ""bb"", ""ab"", ""ba"", ""abab"", ""bbba""]"
(a|(b*bb))*,(bbb*a*)*|a*,"positive example:[aa, bbabbb], negative example:[b]"
(a|b)*(bab)(a|b)*,((ab)*)*bab((ab)*)*,"positive example:[abbab], negative example:[]"
0*10*(10*10*)*,0*1(0*10*1)*0,"positive example:[010, 111110, 0010],negative example:[11110]"
(0*10*10*)*|0*,0*(11)*(0*10*1(0*|11)*)0*,"positive example:[11, 11111001011, 0011001001011], negative example:[111,110110101]"
(a*ba*b)*a*ba*,(aa)*b(bb)*,"positive example:[aaaabbbbb, b, aabbb, aab], negative example:[aa, bb, ab, aaa, bbb]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100),"positive example:[00010, 1101, 10011, 10110, 111, 01000, 101010, 10, 101111, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 11010, 10000, 100, 001, 0010, 01101, 01, 01011, 101100, 101001, 01110, 0111, 010, 1110, 1011, 11001, 11100, 00111, 1],negative example:[0]"
a(a|b)a(a|b)*,(aaa)*(aba+aaa)(a+b)*,"positive example:[aaaaaaabaaaaabab, abaaaaa],negative example:[abaaa]"
0*10*(10*10*)*,0*1(11)*0,"positive example:[111110, 0010],negative example:[10110]"
a(a|b)a(a|b)*,(aba(a+b)*)+(aaa(a+b)*),"positive example:[abaabaaaabab, abaaaa], negative example:[aaa]"
a+b,ab,"positive example: [""ab"", ""aba"", ""abb"", ""abc"", ""ab1"", ""ab ""], negative example: [""a"", ""b"", ""ba"", ""aa"", ""bb"", ""aab""]"
(a*ba*b)*a*ba*,(a)*(bb)*(b)(a)*(bb)*(a)*,"positive example:[aabaabbaa, bbbbbabbbb, b],negative example:[babbabb]"
(a|(b*bb))*,(bb)*,"positive example:["""", ""bb"", ""bbbb""], negative example:[""b"", ""bbb"", ""bbbbb""]"
(a|baa)*,(a)*(baa)*,"positive example:[, a, aa, baa, aabaa, aabaabaa], negative example:[baaabaa, b, ab, aba, aabaaa]"
(0|1)(0|1)*,0*1+0*1*0*|1*0+1*0*1*,"positive example:[0, 0011001100, 110110011, 1],negative example:[,010101,101010]"
(a|b)(a|b)+aaa+,(aa|ab|ba|bb)a*b*aaaa*,"positive example:[abaabaaaaa, aaaaa, babaaa, aabbaaaaa, bbbaaaa],negative example:[aababaaa,aaaa]"
(a|baa)*,a*|a*baa+|baa+,"positive example:[aabaa, abaaa, , aa], negative example:[b, ba, baabaa]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110),"positive example:[10, 111, 11111, 1110, 1],negative example:[0]"
0*10*(10*10*)*,0*1(0*(11)*0*)*,"positive example:[00111011, 1, 01],negative example:[11]"
(0|1)(0|1)|(0|1)(0|1)(0|1),(11)|(110)|(100)|(10)|(01)|(111)|(000)|(101)|(011)|(010)|(001),"positive example:[100, 111, 101, 001, 01, 11, 10, 000, 011, 010, 110], negative example:[0]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(010)*|(101)*,"positive example:[010010, 101101], negative example:[0]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*b)|((a|b)a*ba)?,"positive example:[bba, bab, aaab, ab, aaba],negative example:[b, aabaaaba]"
(a|(b*bb))*,(a*bbb*)*,"positive example:[, bbabbb], negative example:[a, bb, ab, bba, abbb]"
(0*10*10*)*|0*,0*(((10*)1)*),"positive example:[0, 1111, 00101],negative example:[11011]"
(a*ba*b)*a*ba*,(a*ba*ba*b)|b,"positive example:[aabaabb, bbaab, b, ababab],negative example:[a]"
(a|(b*bb))*,a*bba*,"positive example:[bb, abba, aabbaa], negative example:[b, aba, aabaa]"
(b|(a*aa))*,(b+(aa))*,"positive example: ["""", ""baabaa"", ""bbaa"", ""bbbaa"", ""baaaa"", ""bbaaaa""], negative example: [""a"", ""b"", ""ba"", ""ab"", ""baaab"", ""baaba""]"
a(a|b)a(a|b)*,(aba)*(aaa+aba)(a+b)*(aba)*,"positive example:[aaaaabaabaaba, abaabaaaaabaabab],negative example:[aaaba]"
(0|1)(0|1)|(0|1)(0|1)(0|1),00|01|10|11,"positive example:[00, 01, 10, 11],negative example:[0]"
((a|b)a*ba)*(((a|b)a*b)?),(((a|b)a*b)(a(a|b)a*b)*)?,"positive example:[bbaab, abaab],negative example:[abab]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((1+|0+)|(1+0+1(1|(0+1))*)|(0+1+0(0|(1+0))*)),"positive example:[0, 0110010, 101, 0010, 11, 1001011, 1],negative example:[0101,,10]"
(a|baa)*,a|baa,"positive example:[a,baa],negative example:[b]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(0+(1+0)*)|(1+(0+1)*),"positive example:[0, 01010, 10101, 010, 1],negative example:[101101]"
(a|b)*baa(a|b)*b,a*b+a+a+b+,"positive example:[aabaabb, bbaab],negative example:[aab,baa,babaab,bab]"
(a|(b*bb))*,(a|bb)*(a|bbb)*(a|bb)*,"positive example:[, abbbbbabbbbba], negative example:[bbbabbabbba]"
(a*ba*b)*a*ba*,a*b(a*bb)*a*,"positive example:[bbbbb, aabaa, ab], negative example:[baa, aab, bba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110),"positive example:[000111, 00010, 100011, 111000, 10011, 111, 0001, 111101, 00100, 011100, 000010, 000100, 110100, 10101, 111011, 11010, 10000, 100, 010101, 001011, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 010110, 001000, 01000, 101010, 10, 001101, 101111, 0100, 1000, 11111, 110010, 00001, 011001, 011010, 000001, 100000, 110001, 111110, 001, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 011111, 1],negative example:[0]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0*1+))*|(0(1*0+))*,"positive example: [00010, 11101, 101], negative example: [1, 1101, 0010]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0+(1+0+)*|1+(0+1+)*,"positive example:[0, 10101, 010, 101, 001010, 1], negative example:[0110, 000, 111, 0101, 1010, 0011]"
(a|(b*bb))*,(a*(bbb*)*),"positive example: [, aabbb, a], negative example: [ab, bba, aaab]"
(b|(a*aa))*,b*(aa)*b*,"positive example:[, bbaaaabb], negative example:[aabaab]"
(a|(b*bb))*,a*(a+bb)*a*,"positive example: ["""", ""abb"", ""abbabbaa""], negative example: [""ba"", ""abab"", ""bbaab""]"
(0|10*1)*,(11)*,"positive example:[, 11, 1111], negative example:[1, 111, 11111]"
((a|b)a*ba)*(((a|b)a*b)?),((a|b)a*ba)*,"positive example:["""", ""ababba""], negative example:[""a"", ""ba"", ""aba"", ""abaa""]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,0*|1*|(0+1*0+)*|(1+0*1+)(01)*,"positive example:[0, 1100110101, 010010, 101, 1],negative example:[01,10,01010,101011]"
(a|(b*bb))*,((bb)|a)*,"positive example:[, bba, a, bb, abba, aabb, bbaa, bbbb],negative example:[b, aba, baa, bab, baba, abab]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011),"positive example:[00010, 1101, 10011, 10110, 111, 10, 0100, 0001, 11111, 1000, 00100, 00001, 10101, 11010, 10000, 100, 001, 0010, 01101, 01, 01011, 01110, 0111, 010, 1011, 1110, 11100, 11001, 00111, 1],negative example:[0]"
(ab|ba)*,(ab)*(ba)*(ab)*,"positive example:[baba, , ababbaabab],negative example:[baabba]"
(a*ba*b)*a*ba*,((a)*|(bb)*|(a)*)b((a)*|(bb)*|(a)*),"positive example:[bbbbba, abbbbb],negative example:[bb]"
(a|baa)*,a+(baa)*,"positive example:[aabaabaa, a], negative example:[ab, baa, baaa]"
(a*ba*b)*a*ba*,(a*b(a*bb)*a*|a*(a*bb)*a*b),"positive example:[aababb, bbbbaab, bbbbbaa, bbabbb, ba],negative example:[a]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(011*0)*|(100*1)*,"positive example:[101101, 010010, 010, 101, 1001, 0110],negative example:[0]"
(a|b)*baa(a|b)*b,baa(b),"positive example:[""baab""], negative example:[""baa"", ""baac"", ""baabb"", ""baa""]"
(a|(b*bb))*,(a*(bb)b*)*,"positive example:[bbb, , bbabb], negative example:[a, b, abba]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000)|(101001)|(1010001)|(1010010)|(1010111)|(1010100)|(1011101)|(1011110)|(1011011)|(1011000)|(1001001)|(1001010)|(1001111)|(1001100)|(1000101)|(1000110),"positive example:[1010111, 000111, 00010, 1010010, 100011, 111000, 10011, 111, 1001111, 010011, 1011011, 0001, 111101, 00100, 011100, 000010, 000100, 1010100, 110100, 10101, 111011, 11010, 10000, 100, 010101, 1001001, 010000, 001011, 01, 01110, 1000110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 010110, 001000, 101010, 01000, 10, 001101, 101111, 1011110, 0100, 1000101, 110010, 1000, 11111, 00001, 011001, 011010, 1010001, 000001, 100000, 110001, 001, 111110, 1001100, 0010, 001110, 01101, 01011, 101100, 1011000, 0111, 1011101, 1001010, 1110, 11001, 100101, 011111, 1], negative example:[0]"
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+aaa,"positive example:[abaaa, bbaaaaa, baaaa, aaabbabbaaa],negative example:[aaaa,aaa]"
0*10*(10*10*)*,0*1(11)+,"positive example:[0111, 0011111, 111],negative example:[1,111111]"
a*(ba*ba*ba*)*,((ba*)(ba*)(ba*))*,"positive example:[bbb, bbbbbb, ],negative example:[bb, bbbbb, a]"
(0|1)(0|1)*,0|1,"positive example:[0, 1], negative example:[]"
(a*ba*b)*a*ba*,a*(bb)*a*b(bb)*a*,"positive example:[baa, aabbaabbbbb, bbbbab],negative example:[bbabbab]"
(0*10*10*)*|0*,(0)*,"positive example:[00, 0, ],negative example:[1, 01, 0001]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*,"positive example:[00, 0, ],negative example:[01, 010, 1]"
(a|(b*bb))*,(a|bb)*(a|bb)*,"positive example:[], negative example:[b]"
0*10*(10*10*)*,[1]{3},"positive example:[111],negative example:[11,1111]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101)|(001110)|(001011)|(001000)|(011001)|(011010)|(011111)|(011100)|(010101)|(010110)|(010011)|(010000),"positive example:[000111, 00010, 100011, 111000, 10011, 111, 010011, 0001, 111101, 00100, 011100, 000010, 000100, 110100, 10101, 111011, 10000, 11010, 100, 010101, 010000, 001011, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 010110, 001000, 101010, 01000, 10, 101111, 001101, 0100, 1000, 110010, 11111, 00001, 011001, 011010, 000001, 100000, 110001, 001, 111110, 0010, 001110, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 011111, 1],negative example:[0]"
(a*ba*b)*a*ba*,(b(a*)(bb)*)|(a*b{1}a*)|(b{1}a*)|(a*b{1})|(a*b(bb)*),"positive example:[aabaa, baabbbb, aabbbbb], negative example:[bbbabb, a, , bb]"
(a|b)(a|b)+aaa+,(a|b)(a|b)aaa,"positive example:[abaaa, baaaa], negative example:[aaa, aaba, babb, aaab]"
0*10*(10*10*)*,(0*10*|(10*1)*1|1(10*1)*),"positive example:[10, 101111, 110111, 010, 00100, 01],negative example:[0,1111]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,((01)*0)*|(101)*1*,"positive example: [0, 00, 101, 10110111, 1], negative example: [01, 10, 010, 110, 1010]"
(a|baa)*,a*b(aa)+,"positive example:[baaaa, aabaaaa, abaa], negative example:[b]"
(a|(b*bb))*,(a*(bb+bbb)a*)*,"positive example:["""", ""bbbbbabbbbbbaa""], negative example:[""a"", ""bb"", ""bbb"", ""bbbb"", ""abba"", ""bbab"", ""bbba""]"
(a|b)(a|b)+aaa+,(aa|bb|ab|ba)+(a+a+a+),"positive example:[bbaaa, baaaa, aaabbabbaaa, ababaaa], negative example:[aaaabaaa, aaaa]"
0(0|1)*0,0+(1*0*)(0*1*)0+,"positive example:[00, 0010110, 0110100],negative example:[0101010,0]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010),"positive example:[00010, 1101, 10011, 10110, 111, 10, 0100, 0001, 11111, 1000, 00001, 10101, 11010, 10000, 100, 001, 0010, 01, 0111, 010, 1110, 1011, 11100, 11001, 1],negative example:[0]"
(a*ba*b)*a*ba*,(a|(bb))*b[a]*,"positive example:[abbbaa, b],negative example:[bb]"
(a|b)*baa(a|b)*b,(a|b)*baa(a*b+),"positive example:[baab, baaaabb, abbaaab], negative example:[baabab,baa]"
(0|10*1)*,(0|(11))*,"positive example:[, 011],negative example:[1]"
(a|(b*bb))*,(a|bbb)*,"positive example:[, a, bbb, abbb, aaa, bbbbbb, abbba], negative example:[b, bb, bbba, abab, ba, aab]"
(0(0*|1+0)*)|(1(1*|0+1)*),1+(0+1)+1*,"positive example:[1010111, 101],negative example:[01,1]"
0*10*(10*10*)*,(1)|(111)|(11111)|(10)|(1110)|(01)|(100)|(001)|(010)|(1011)|(1000)|(1101)|(0001)|(0010)|(0111)|(0100)|(10101)|(10110)|(10011)|(10000)|(11001)|(11010)|(11100)|(00001)|(00010)|(00111)|(00100)|(01101)|(01110)|(01011)|(01000)|(101001)|(101010)|(101111)|(101100)|(100101)|(100110)|(100011)|(100000)|(110001)|(110010)|(110111)|(110100)|(111011)|(111000)|(111101)|(111110)|(000001)|(000010)|(000111)|(000100)|(001101),"positive example:[000111, 00010, 100011, 111000, 10011, 111, 0001, 111101, 00100, 000010, 000100, 110100, 10101, 111011, 10000, 11010, 100, 01, 101001, 01110, 010, 1011, 11100, 00111, 100110, 110111, 1101, 10110, 01000, 101010, 10, 001101, 101111, 0100, 11111, 1000, 110010, 00001, 000001, 100000, 110001, 111110, 001, 0010, 01101, 01011, 101100, 0111, 1110, 11001, 100101, 1],negative example:[0]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1+0*1+)|(0+1*0+),"positive example:[11, 00, 101, 1001, 001100],negative example:[1, 0, 01010, 10101]"
((0(0*|(1+0))*)|(1(1*|(0+1))*))?,(1(0|1)*1)|(0(0|1)*0),"positive example:[00, 11, 0100, 1101, 111, 101, 0010],negative example:[1]"
(b|(a*aa))*,b*(aaa*)*b*,"positive example:[, bbaabb], negative example:[aabaab]"
a(a|b)a(a|b)*,(aaa)|(aba)(a+b)*,"positive example:[aaa, abaabab, aba],negative example:[a]"
a*(ba*ba*ba*)*,a*(ba*ba*b)*a*,"positive example:[, aabbbbbbaa], negative example:[bbbabbba]"
0*10*(10*10*)*,0*10*(11)*11,"positive example:[111, 00100111111],negative example:[11101111]"
0(0|1)*0,0+(0*1*0*1*)0+,"positive example:[00, 01100110],negative example:[0101010,0]"
(a|baa)*,a*(ba{2}a*),"positive example:[baa, abaaaa, aabaa],negative example:[ba]"
(a|b)*(bab)(a|b)*,aaaabab,"positive example: [""aaaabab""], negative example: [""aaaab"", ""aaabab"", ""aaaababb"", ""aaaababa"", ""aaaab""]"
(0|10*1)*,((0*10*1)*)|0*,"positive example:[00, 0101, 1111],negative example:[1]"
(a|(b*bb))*,(a*bb+a*)*,"positive example: [, abba, bbabbbaa], negative example: [a, b, abab]"
b*a*,"b{0,}a{1,}","positive example:[ba, bba, aa], negative example:[,aba]"
(0*10*10*)*|0*,(0?10*10*)*|0*,"positive example:[00, 0, 01010, 1111], negative example:[1]"
a*(ba*ba*ba*)*,((a*)b(a*)b(a*)b(a*))*,"positive example:["""", ""bbbbbbbbb""], negative example:[""a"", ""ab"", ""ba"", ""aba"", ""bab"", ""aab"", ""bba""]"
(a|(b*bb))*,(bb)*a,"positive example:[bbbba, a], negative example:[bbbb, bbaa]"
